Id,OwnerId,Name,TASKRAY__Archived__c,TASKRAY__Blocked__c,TASKRAY__Deadline__c,TASKRAY__Dependent_Update_Pending__c,TASKRAY__List__c,TASKRAY__Priority__c,TASKRAY__Project__c,TASKRAY__RepeatCreated__c,TASKRAY__Repeat_Interval_Type__c,TASKRAY__SortOrder__c,TASKRAY__Status__c,TASKRAY__trBusinessDuration__c,TASKRAY__trBusinessHrsOverride__c,TASKRAY__trCompleted__c,TASKRAY__trEstimatedHours__c,TASKRAY__trIsMilestone__c,TASKRAY__trLockDates__c,TASKRAY__trProjectSortOrder__c,TASKRAY__trStartDate__c,TASKRAY__trTaskGroup__c,TASKRAY__trPredecessorTasksIncomplete__c,TASKRAY__trScheduleConflict__c,TASKRAY__trInternalOnly__c,TASKRAY__trNumberOfTimesBlocked__c,TASKRAY__trCompletedAheadOfSchedule2__c,TASKRAY__trCompletedBehindSchedule2__c,TASKRAY__trAvailableExternal__c
$Task84,$trdExecutive,Determine backup options should someone not be able to work,FALSE,FALSE,$T-10,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,3,$T-10,$TaskGroup2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task85,$trdOperations_Manager,Set up communication channel(s),FALSE,FALSE,$T+29,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,101,$T+29,$TaskGroup20,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task86,$trdOperations_Staff,"Review federal, state & local guidelines (weekly)",FALSE,FALSE,$T+48,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,5,FALSE,FALSE,,FALSE,FALSE,108,$T+44,$TaskGroup24,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task87,$trdOperations_Manager,Enact protocols for closing (as needed),FALSE,FALSE,$T+59,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,11,FALSE,FALSE,,FALSE,FALSE,111,$T+49,$TaskGroup24,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task88,$trdExecutive,Train & activate a Facility Advisor(s),FALSE,FALSE,$T+29,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,100,$T+29,$TaskGroup20,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task89,$trdOperations_Staff,Provide talking points to managers,FALSE,FALSE,$T+20,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,95,$T+20,$TaskGroup23,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task90,$trdExecutive,Communicate new policies and procedures to managers and staff,FALSE,FALSE,$T+29,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,99,$T+29,$TaskGroup20,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task91,$trdOperations_Staff,Communicate modified cleaning plan to employees/facility tenants,FALSE,FALSE,$T+18,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,92,$T+18,$TaskGroup22,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task92,$trdOperations_Staff,Craft survey to find out how people feel about returning/concerns,FALSE,FALSE,$T+20,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,4,FALSE,FALSE,,FALSE,FALSE,93,$T+17,$TaskGroup23,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task93,$trdOperations_Manager,"Renegotiate contracts with external service providers, as needed",FALSE,FALSE,$T+17,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,89,$T+17,$TaskGroup22,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task94,$trdOperations_Manager,Designate enclosed room(s) to isolate any individual with symptoms,FALSE,FALSE,$T+9,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,8,$T+9,$TaskGroup21,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task95,$trdOperations_Manager,Determine protocols for emergency vehicles to transport infected passengers,FALSE,FALSE,$T+9,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,9,$T+9,$TaskGroup21,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task96,$trdOperations_Manager,Develop Back to Work communication strategy,FALSE,FALSE,$T+25,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,4,FALSE,FALSE,,FALSE,FALSE,97,$T+22,$TaskGroup20,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task97,$trdOperations_Staff,"Review, modify & document cleaning plans",FALSE,FALSE,$T+16,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,5,FALSE,FALSE,,FALSE,FALSE,88,$T+12,$TaskGroup22,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task98,$trdOperations_Staff,Confirm that cleaning products are approved by governing authorities,FALSE,FALSE,$T+17,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,90,$T+17,$TaskGroup22,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task99,$trdOperations_Staff,Confirm compliance with landlord policies & requirements,FALSE,FALSE,$T+17,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,91,$T+17,$TaskGroup22,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task100,$trdOperations_Staff,Create channel for confidential feedback,FALSE,FALSE,$T+20,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,94,$T+20,$TaskGroup23,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task101,$trdOperations_Manager,Write simple rules of conduct/safety protocols,FALSE,FALSE,$T+29,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,4,FALSE,FALSE,,FALSE,FALSE,98,$T+26,$TaskGroup20,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task102,$trdExecutive,Designate person(s) to manage pandemic communication strategy,FALSE,FALSE,$T+21,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,96,$T+21,$TaskGroup20,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task103,$trdOperations_Manager,"Develop & execute ""New Normal"" training",FALSE,FALSE,$T+34,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,6,FALSE,FALSE,,FALSE,FALSE,102,$T+29,$TaskGroup20,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task104,$trdOperations_Manager,Determine who can continue to WFH,FALSE,FALSE,$T+0,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,2,FALSE,FALSE,,FALSE,FALSE,5,$T-1,$TaskGroup25,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task105,$trdOperations_Staff,Safety/Fire Systems,FALSE,FALSE,$T+6,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,3,FALSE,FALSE,,FALSE,FALSE,13,$T+4,$TaskGroup26,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task106,$trdOperations_Staff,Internet & Communication Systems,FALSE,FALSE,$T+6,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,3,FALSE,FALSE,,FALSE,FALSE,12,$T+4,$TaskGroup26,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task107,$trdOperations_Manager,Develop & document procedure for closing facility,FALSE,FALSE,$T+9,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,10,$T+9,$TaskGroup21,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task108,$trdOperations_Staff,"Restock soap, hand sanitizer, PPE supplies (daily or more)",FALSE,FALSE,$T+49,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,FALSE,FALSE,107,$T+49,$TaskGroup24,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task109,$trdExecutive,Decide to reopen,FALSE,FALSE,$T+1,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,1,FALSE,FALSE,,TRUE,FALSE,6,$T+1,$TaskGroup25,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task110,$trdOperations_Staff,Plumbing,FALSE,FALSE,$T+6,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,3,FALSE,FALSE,,FALSE,FALSE,14,$T+4,$TaskGroup26,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task111,$trdOperations_Manager,"Review federal, state & local guidelines",FALSE,FALSE,$T+0,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,11,FALSE,FALSE,,FALSE,FALSE,4,$T-10,$TaskGroup25,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
$Task112,$trdOperations_Staff,Mechanical & HVAC,FALSE,FALSE,$T+6,FALSE,Holding,Normal,$Project1,FALSE,Does not repeat,0,Not Yet Started,3,FALSE,FALSE,,FALSE,FALSE,11,$T+4,$TaskGroup26,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE
